-0.01, 0.00213
-0.04, 0.00351
-0.01, 0.00490
-0.01, 0.00628
-0.01, 0.00768
0.07, 0.00905
-0.01, 0.01043
-0.01, 0.01182
0.17, 0.01319
-0.01, 0.01459
-0.04, 0.01597
0.17, 0.01735
-0.04, 0.01874
-0.04, 0.02013
0.22, 0.02151
-0.04, 0.02290
-0.01, 0.02429
0.20, 0.02566
-0.01, 0.02705
-0.04, 0.02844
0.22, 0.02982
0.54, 0.03120
-0.07, 0.03257
0.22, 0.03396
1.04, 0.03534
-0.01, 0.03672
0.22, 0.03810
1.39, 0.03948
-0.04, 0.04087
0.22, 0.04225
1.31, 0.04363
-0.04, 0.04501
0.15, 0.04640
1.18, 0.04778
-0.04, 0.04917
0.09, 0.05055
1.04, 0.05194
-0.01, 0.05333
0.01, 0.05472
0.89, 0.05611
-0.04, 0.05750
-0.04, 0.05888
0.89, 0.06027
0.12, 0.06165
-0.04, 0.06304
0.73, 0.06441
0.67, 0.06581
-0.04, 0.06720
0.52, 0.06857
1.10, 0.06996
-0.04, 0.07135
0.46, 0.07274
1.76, 0.07412
-0.01, 0.07551
0.33, 0.07689
1.76, 0.07828
-0.01, 0.07966
0.12, 0.08105
2.26, 0.08243
-0.04, 0.08380
0.04, 0.08519
1.84, 0.08656
-0.04, 0.08795
-0.01, 0.08935
1.60, 0.09073
-0.04, 0.09212
-0.04, 0.09351
1.36, 0.09489
0.38, 0.09629
-0.04, 0.09767
1.02, 0.09905
0.94, 0.10043
-0.01, 0.10182
0.65, 0.10320
1.31, 0.10459
-0.04, 0.10598
0.46, 0.10736
1.68, 0.10876
-0.04, 0.11015
0.15, 0.11152
1.78, 0.11291
-0.04, 0.11430
0.01, 0.11568
1.94, 0.11707
-0.04, 0.11845
-0.04, 0.11984
1.99, 0.12122
-0.04, 0.12261
-0.01, 0.12401
1.94, 0.12539
0.28, 0.12678
-0.04, 0.12818
1.94, 0.12956
0.65, 0.13095
-0.04, 0.13234
1.36, 0.13372
0.91, 0.13510
-0.04, 0.13649
0.75, 0.13788
1.31, 0.13927
-0.04, 0.14066
0.70, 0.14204
1.52, 0.14342
-0.01, 0.14481
0.28, 0.14619
1.44, 0.14758
-0.04, 0.14897
-0.01, 0.15036
1.81, 0.15175
-0.04, 0.15313
-0.01, 0.15452
1.89, 0.15590
0.20, 0.15729
-0.04, 0.15867
1.62, 0.16005
0.41, 0.16142
-0.01, 0.16281
1.60, 0.16420
0.70, 0.16557
-0.01, 0.16696
1.68, 0.16834
0.89, 0.16973
-0.04, 0.17113
1.18, 0.17252
1.04, 0.17390
-0.04, 0.17529
0.89, 0.17668
1.02, 0.17807
-0.01, 0.17947
0.30, 0.18086
1.07, 0.18224
-0.04, 0.18363
0.12, 0.18501
1.49, 0.18639
0.04, 0.18777
0.01, 0.18915
1.47, 0.19054
0.38, 0.19193
-0.04, 0.19331
1.25, 0.19470
0.44, 0.19608
-0.04, 0.19746
1.55, 0.19884
0.75, 0.20022
-0.04, 0.20160
1.25, 0.20300
0.73, 0.20437
-0.01, 0.20576
1.47, 0.20716
1.02, 0.20854
-0.04, 0.20993
1.36, 0.21131
0.86, 0.21269
-0.04, 0.21408
1.15, 0.21546
1.12, 0.21684
-0.01, 0.21822
0.73, 0.21961
1.18, 0.22099
0.12, 0.22238
0.01, 0.22376
0.78, 0.22515
0.33, 0.22654
-0.01, 0.22792
0.86, 0.22932
0.30, 0.23071
-0.04, 0.23209
0.96, 0.23348
0.44, 0.23487
-0.04, 0.23626
0.99, 0.23764
0.54, 0.23903
-0.04, 0.24042
1.04, 0.24180
0.67, 0.24320
-0.04, 0.24457
0.96, 0.24595
0.67, 0.24733
-0.01, 0.24871
0.94, 0.25010
0.65, 0.25148
0.04, 0.25285
0.81, 0.25423
0.65, 0.25563
0.04, 0.25700
0.70, 0.25837
0.57, 0.25976
0.28, 0.26114
0.52, 0.26253
0.62, 0.26391
0.46, 0.26529
0.12, 0.26666
0.96, 0.26805
0.52, 0.26944
-0.01, 0.27083
0.78, 0.27221
0.33, 0.27359
-0.01, 0.27497
0.57, 0.27636
0.30, 0.27774
-0.04, 0.27912
0.86, 0.28051
0.75, 0.28190
-0.04, 0.28328
0.75, 0.28466
0.57, 0.28605
-0.01, 0.28743
0.52, 0.28881
0.36, 0.29020
0.12, 0.29156
0.86, 0.29294
0.75, 0.29433
0.15, 0.29570
0.57, 0.29708
0.46, 0.29846
0.25, 0.29984
0.49, 0.30123
0.62, 0.30261
0.44, 0.30400
0.67, 0.30539
0.49, 0.30677
0.07, 0.30814
0.46, 0.30954
0.70, 0.31092
0.54, 0.31231
0.04, 0.31370
0.41, 0.31507
0.30, 0.31646
-0.01, 0.31786
0.59, 0.31924
0.54, 0.32062
0.01, 0.32200
0.44, 0.32338
0.20, 0.32475
0.12, 0.32614
0.62, 0.32752
0.44, 0.32890
0.01, 0.33026
0.25, 0.33163
0.41, 0.33302
0.25, 0.33440
0.54, 0.33578
0.28, 0.33717
0.15, 0.33855
0.65, 0.33993
0.59, 0.34132
0.20, 0.34269
0.22, 0.34407
0.38, 0.34546
0.49, 0.34684
0.49, 0.34822
0.30, 0.34960
0.36, 0.35098
0.54, 0.35236
0.54, 0.35374
0.38, 0.35512
0.33, 0.35650
0.41, 0.35787
0.41, 0.35925
0.44, 0.36063
0.30, 0.36202
0.30, 0.36339
0.04, 0.36478
0.41, 0.36616
0.20, 0.36754
0.07, 0.36892
0.36, 0.37030
0.41, 0.37166
-0.01, 0.37306
0.33, 0.37444
0.28, 0.37583
0.15, 0.37720
0.30, 0.37858
0.22, 0.37996
0.22, 0.38134
0.46, 0.38272
0.38, 0.38410
0.09, 0.38548
0.28, 0.38686
0.36, 0.38824
0.12, 0.38962
0.25, 0.39100
0.22, 0.39238
0.38, 0.39375
0.44, 0.39513
0.28, 0.39652
0.07, 0.39790
0.38, 0.39927
0.38, 0.40066
0.07, 0.40205
-0.04, 0.40344
0.44, 0.40483
0.36, 0.40620
-0.04, 0.40760
0.17, 0.40897
0.30, 0.41035
-0.04, 0.41174
0.28, 0.41312
-0.04, 0.41450
-0.01, 0.41589
0.49, 0.41727
0.17, 0.41864
0.01, 0.42002
0.33, 0.42140
0.46, 0.42279
-0.04, 0.42418
0.15, 0.42556
0.28, 0.42695
0.15, 0.42833
0.36, 0.42972
0.12, 0.43109
0.17, 0.43248
0.49, 0.43386
0.44, 0.43524
-0.04, 0.43663
-0.01, 0.43801
0.46, 0.43939
0.20, 0.44077
-0.04, 0.44215
0.07, 0.44353
0.33, 0.44490
-0.04, 0.44628
0.38, 0.44766
-0.04, 0.44904
-0.01, 0.45043
0.54, 0.45182
0.28, 0.45320
-0.01, 0.45459
0.28, 0.45598
0.49, 0.45736
-0.04, 0.45874
0.28, 0.46013
0.15, 0.46151
-0.04, 0.46291
0.57, 0.46429
0.36, 0.46567
-0.04, 0.46706
0.38, 0.46845
0.52, 0.46983
0.01, 0.47121
-0.01, 0.47260
0.30, 0.47398
0.15, 0.47536
-0.01, 0.47674
0.41, 0.47812
-0.01, 0.47951
-0.04, 0.48089
0.33, 0.48227
0.25, 0.48366
-0.04, 0.48504
0.33, 0.48642
0.07, 0.48780
-0.04, 0.48918
0.52, 0.49056
0.15, 0.49195
-0.04, 0.49333
0.30, 0.49471
0.38, 0.49610
-0.01, 0.49748
0.46, 0.49886
0.04, 0.50024
-0.04, 0.50164
0.59, 0.50302
0.49, 0.50440
-0.04, 0.50578
-0.01, 0.50718
0.33, 0.50856
-0.04, 0.50995
-0.01, 0.51135
0.38, 0.51274
-0.01, 0.51412
-0.04, 0.51552
0.41, 0.51690
0.07, 0.51828
-0.01, 0.51967
0.33, 0.52104
0.01, 0.52242
-0.01, 0.52382
0.57, 0.52521
0.20, 0.52660
-0.04, 0.52799
0.28, 0.52937
0.20, 0.53076
-0.04, 0.53214
0.67, 0.53353
0.30, 0.53492
-0.04, 0.53630
0.01, 0.53767
0.33, 0.53906
-0.01, 0.54045
-0.04, 0.54185
0.44, 0.54323
-0.01, 0.54460
-0.04, 0.54599
0.17, 0.54736
-0.01, 0.54875
-0.01, 0.55014
0.54, 0.55153
-0.04, 0.55291
-0.04, 0.55430
0.38, 0.55567
-0.04, 0.55706
-0.04, 0.55846
0.59, 0.55984
0.04, 0.56123
-0.04, 0.56262
0.25, 0.56399
0.09, 0.56538
-0.04, 0.56676
0.62, 0.56814
0.20, 0.56951
-0.04, 0.57090
0.01, 0.57228
0.12, 0.57366
-0.01, 0.57505
-0.04, 0.57644
0.41, 0.57782
-0.01, 0.57921
-0.04, 0.58060
0.36, 0.58198
-0.04, 0.58337
-0.04, 0.58476
0.36, 0.58614
-0.07, 0.58752
-0.04, 0.58891
0.62, 0.59029
-0.04, 0.59168
-0.01, 0.59307
0.52, 0.59444
-0.01, 0.59583
-0.04, 0.59722
0.44, 0.59860
-0.01, 0.59997
-0.04, 0.60136
0.25, 0.60276
-0.04, 0.60414
-0.01, 0.60553
-0.01, 0.60692
0.07, 0.60831
-0.01, 0.60969
-0.04, 0.61108
0.09, 0.61247
-0.04, 0.61385
-0.01, 0.61524
0.15, 0.61663
-0.01, 0.61802
-0.01, 0.61940
0.49, 0.62078
-0.01, 0.62217
-0.01, 0.62356
0.59, 0.62496
-0.01, 0.62635
-0.01, 0.62775
0.49, 0.62913
-0.01, 0.63051
-0.04, 0.63190
0.07, 0.63328
-0.04, 0.63467
-0.04, 0.63606
-0.01, 0.63744
-0.04, 0.63883
-0.01, 0.64021
-0.01, 0.64160
-0.01, 0.64298
-0.01, 0.64437
-0.07, 0.64576
0.04, 0.64713
-0.04, 0.64853
-0.04, 0.64992
0.20, 0.65130
-0.01, 0.65268
-0.01, 0.65407
0.33, 0.65546
-0.01, 0.65684
-0.01, 0.65823
0.44, 0.65961
-0.04, 0.66099
-0.01, 0.66238
0.17, 0.66377
-0.04, 0.66515
-0.04, 0.66653
-0.04, 0.66792
-0.07, 0.66931
-0.04, 0.67068
-0.04, 0.67208
-0.01, 0.67346
-0.04, 0.67486
-0.04, 0.67624
-0.04, 0.67763
-0.04, 0.67902
-0.04, 0.68041
-0.04, 0.68179
-0.01, 0.68317
-0.04, 0.68456
-0.04, 0.68595
-0.04, 0.68734
-0.04, 0.68872
0.04, 0.69009
-0.04, 0.69148
-0.04, 0.69288
0.07, 0.69426
-0.04, 0.69565
-0.01, 0.69704
-0.01, 0.69842
-0.01, 0.69981
-0.04, 0.70120
-0.04, 0.70258
-0.04, 0.70397
-0.01, 0.70534
-0.04, 0.70674
-0.01, 0.70812
-0.04, 0.70951
-0.01, 0.71090
-0.01, 0.71228
-0.04, 0.71367
-0.04, 0.71506
-0.04, 0.71645
-0.04, 0.71784
-0.04, 0.71922
-0.04, 0.72061
-0.04, 0.72200
-0.01, 0.72338
0.04, 0.72476
-0.04, 0.72614
-0.04, 0.72753
0.25, 0.72892
-0.04, 0.73030
-0.04, 0.73168
0.20, 0.73306
-0.04, 0.73445
-0.01, 0.73583
0.12, 0.73720
-0.01, 0.73859
-0.01, 0.73998
-0.01, 0.74136
-0.04, 0.74276
-0.04, 0.74415
-0.04, 0.74554
-0.04, 0.74692
-0.04, 0.74831
-0.04, 0.74970
-0.01, 0.75108
-0.04, 0.75246
-0.04, 0.75385
-0.04, 0.75523
-0.01, 0.75661
-0.04, 0.75801
0.15, 0.75939
-0.01, 0.76077
-0.01, 0.76217
0.54, 0.76356
-0.01, 0.76494
-0.04, 0.76632
0.78, 0.76771
-0.04, 0.76909
-0.04, 0.77048
0.78, 0.77187
-0.04, 0.77326
-0.04, 0.77465
0.62, 0.77603
-0.04, 0.77742
-0.01, 0.77880
0.52, 0.78019
-0.04, 0.78158
-0.07, 0.78298
0.12, 0.78435
-0.04, 0.78574
-0.01, 0.78713
-0.01, 0.78852
0.20, 0.78990
-0.04, 0.79128
-0.04, 0.79266
0.41, 0.79404
-0.01, 0.79543
-0.01, 0.79681
0.54, 0.79821
-0.04, 0.79958
-0.01, 0.80097
0.62, 0.80234
-0.01, 0.80373
-0.01, 0.80512
1.07, 0.80652
-0.01, 0.80790
-0.04, 0.80929
1.28, 0.81066
-0.04, 0.81205
-0.04, 0.81343
1.20, 0.81481
-0.01, 0.81620
-0.04, 0.81758
1.12, 0.81897
0.01, 0.82034
-0.04, 0.82174
0.89, 0.82312
0.20, 0.82450
-0.04, 0.82589
0.73, 0.82727
0.52, 0.82866
-0.04, 0.83004
0.22, 0.83141
0.65, 0.83280
-0.01, 0.83418
-0.04, 0.83556
0.67, 0.83696
-0.01, 0.83834
-0.04, 0.83973
1.07, 0.84111
-0.04, 0.84249
-0.04, 0.84388
1.04, 0.84526
-0.04, 0.84665
-0.04, 0.84804
0.86, 0.84942
-0.04, 0.85080
-0.04, 0.85219
1.39, 0.85357
0.04, 0.85495
-0.01, 0.85634
1.04, 0.85773
0.22, 0.85910
-0.04, 0.86048
1.49, 0.86186
0.57, 0.86325
-0.04, 0.86463
1.10, 0.86601
0.52, 0.86740
-0.01, 0.86878
1.15, 0.87016
0.89, 0.87154
-0.04, 0.87292
0.38, 0.87430
0.62, 0.87568
-0.04, 0.87706
0.41, 0.87844
1.02, 0.87982
-0.01, 0.88120
-0.04, 0.88259
0.91, 0.88397
-0.04, 0.88536
-0.04, 0.88675
0.83, 0.88814
0.01, 0.88952
-0.01, 0.89091
1.18, 0.89230
0.20, 0.89367
-0.07, 0.89506
1.15, 0.89644
0.46, 0.89783
-0.04, 0.89922
1.07, 0.90060
0.52, 0.90198
-0.01, 0.90338
0.91, 0.90475
0.41, 0.90613
-0.04, 0.90753
1.04, 0.90892
0.62, 0.91029
-0.04, 0.91169
1.07, 0.91308
0.81, 0.91447
-0.01, 0.91585
0.75, 0.91724
0.91, 0.91862
-0.01, 0.92000
0.25, 0.92138
0.99, 0.92276
0.07, 0.92414
0.04, 0.92552
0.99, 0.92690
0.20, 0.92828
-0.04, 0.92967
1.04, 0.93106
0.30, 0.93243
-0.04, 0.93380
0.91, 0.93518
0.36, 0.93658
-0.04, 0.93796
0.89, 0.93936
0.38, 0.94074
-0.01, 0.94212
0.75, 0.94351
0.33, 0.94488
-0.01, 0.94626
0.62, 0.94765
0.54, 0.94904
-0.04, 0.95043
0.75, 0.95182
0.59, 0.95320
0.01, 0.95458
0.99, 0.95596
0.86, 0.95734
0.04, 0.95872
0.83, 0.96010
0.70, 0.96148
0.07, 0.96286
0.59, 0.96424
0.41, 0.96562
0.20, 0.96700
0.33, 0.96837
0.75, 0.96976
0.41, 0.97114
0.04, 0.97252
0.75, 0.97390
0.30, 0.97528
-0.01, 0.97666
0.49, 0.97804
0.22, 0.97942
-0.04, 0.98080
0.78, 0.98218
0.57, 0.98356
-0.04, 0.98495
0.67, 0.98634
0.30, 0.98771
-0.04, 0.98910
0.41, 0.99047
0.49, 0.99186
-0.04, 0.99324
0.78, 0.99463
0.54, 0.99602
0.01, 0.99740
0.54, 0.99878
0.46, 1.00016
0.28, 1.00154
0.65, 1.00294
0.59, 1.00432
0.04, 1.00572
0.38, 1.00710
0.41, 1.00847
0.41, 1.00986
0.73, 1.01124
0.59, 1.01264
0.09, 1.01402
0.07, 1.01542
0.65, 1.01679
0.59, 1.01818
0.01, 1.01956
0.36, 1.02096
0.30, 1.02234
-0.07, 1.02372
0.54, 1.02511
0.49, 1.02650
-0.01, 1.02789
0.44, 1.02928
0.33, 1.03065
0.17, 1.03202
0.54, 1.03341
0.33, 1.03478
0.01, 1.03616
0.36, 1.03754
0.52, 1.03892
0.20, 1.04030
0.36, 1.04169
0.20, 1.04307
0.28, 1.04445
0.62, 1.04583
0.46, 1.04722
0.07, 1.04860
0.30, 1.04998
0.59, 1.05136
0.44, 1.05274
0.28, 1.05413
0.38, 1.05550
0.52, 1.05688
0.62, 1.05826
0.38, 1.05964
0.15, 1.06103
0.41, 1.06240
0.59, 1.06378
0.36, 1.06516
0.04, 1.06653
0.38, 1.06792
0.49, 1.06931
0.07, 1.07070
0.17, 1.07206
0.25, 1.07346
0.25, 1.07484
0.38, 1.07623
0.20, 1.07761
0.20, 1.07900
0.54, 1.08037
0.33, 1.08175
-0.04, 1.08314
0.33, 1.08453
0.46, 1.08591
0.17, 1.08729
0.22, 1.08867
0.33, 1.09004
0.38, 1.09142
0.41, 1.09281
0.17, 1.09419
0.17, 1.09556
0.54, 1.09695
0.36, 1.09832
0.07, 1.09970
0.25, 1.10108
0.49, 1.10248
0.36, 1.10387
-0.01, 1.10527
0.30, 1.10665
0.44, 1.10802
-0.04, 1.10942
0.20, 1.11080
0.22, 1.11218
-0.01, 1.11357
0.41, 1.11495
0.15, 1.11634
0.01, 1.11771
0.49, 1.11910
0.38, 1.12049
-0.04, 1.12187
0.33, 1.12324
0.46, 1.12463
0.12, 1.12602
0.22, 1.12740
0.25, 1.12879
0.28, 1.13019
0.44, 1.13157
0.30, 1.13295
0.09, 1.13432
0.09, 1.13571
0.41, 1.13708
0.12, 1.13846
-0.04, 1.13986
0.38, 1.14124
0.38, 1.14262
-0.04, 1.14402
0.28, 1.14540
0.22, 1.14677
-0.04, 1.14817
0.38, 1.14956
0.12, 1.15094
-0.04, 1.15233
0.36, 1.15370
0.44, 1.15509
-0.04, 1.15648
0.36, 1.15786
0.25, 1.15925
-0.01, 1.16064
0.38, 1.16202
0.20, 1.16340
0.07, 1.16479
0.44, 1.16617
0.49, 1.16755
-0.01, 1.16894
-0.01, 1.17032
0.30, 1.17172
0.20, 1.17310
-0.04, 1.17448
0.17, 1.17587
0.17, 1.17725
-0.01, 1.17864
0.49, 1.18003
0.01, 1.18141
-0.04, 1.18280
0.41, 1.18418
0.44, 1.18556
-0.01, 1.18696
0.20, 1.18834
0.25, 1.18973
-0.04, 1.19113
0.57, 1.19251
0.15, 1.19388
-0.01, 1.19528
0.49, 1.19668
0.54, 1.19806
-0.04, 1.19945
-0.01, 1.20084
0.30, 1.20222
-0.01, 1.20361
-0.07, 1.20500
0.41, 1.20638
-0.01, 1.20777
-0.04, 1.20916
0.38, 1.21054
0.12, 1.21192
-0.04, 1.21330
0.28, 1.21468
0.04, 1.21606
-0.04, 1.21744
0.57, 1.21884
0.15, 1.22023
-0.04, 1.22162
0.25, 1.22301
0.30, 1.22438
-0.01, 1.22577
0.59, 1.22716
0.12, 1.22854
-0.04, 1.22994
0.01, 1.23132
0.54, 1.23271
-0.04, 1.23410
-0.01, 1.23548
0.20, 1.23685
-0.01, 1.23825
-0.01, 1.23964
0.52, 1.24102
-0.04, 1.24242
-0.07, 1.24381
0.20, 1.24518
-0.01, 1.24658
-0.04, 1.24796
0.70, 1.24934
0.04, 1.25073
-0.04, 1.25212
0.28, 1.25350
0.17, 1.25488
-0.01, 1.25627
0.57, 1.25766
0.20, 1.25904
-0.04, 1.26044
0.04, 1.26183
0.15, 1.26321
-0.04, 1.26460
-0.01, 1.26600
0.44, 1.26738
-0.01, 1.26877
-0.01, 1.27016
0.15, 1.27153
-0.04, 1.27292
-0.01, 1.27432
0.57, 1.27570
-0.04, 1.27710
-0.04, 1.27848
0.36, 1.27985
-0.04, 1.28125
-0.04, 1.28264
0.44, 1.28403
-0.01, 1.28542
-0.04, 1.28681
0.67, 1.28820
0.01, 1.28959
-0.01, 1.29096
0.01, 1.29236
0.04, 1.29375
-0.04, 1.29513
-0.01, 1.29651
0.33, 1.29790
-0.01, 1.29928
-0.01, 1.30067
0.25, 1.30205
-0.04, 1.30344
-0.04, 1.30484
0.12, 1.30621
-0.04, 1.30760
-0.04, 1.30899
0.62, 1.31037
-0.04, 1.31177
-0.04, 1.31316
0.62, 1.31453
-0.04, 1.31592
-0.01, 1.31731
0.44, 1.31869
-0.01, 1.32008
-0.01, 1.32147
-0.01, 1.32286
-0.01, 1.32427
-0.04, 1.32566
-0.04, 1.32704
0.04, 1.32844
-0.04, 1.32982
-0.04, 1.33121
0.17, 1.33258
-0.07, 1.33396
-0.01, 1.33534
0.20, 1.33673
-0.04, 1.33812
-0.04, 1.33952
0.28, 1.34091
-0.04, 1.34229
-0.04, 1.34369
0.25, 1.34508
-0.04, 1.34647
-0.01, 1.34787
0.25, 1.34926
-0.04, 1.35064
-0.04, 1.35203
-0.04, 1.35341
-0.01, 1.35480
-0.04, 1.35619
-0.04, 1.35758
-0.04, 1.35898
-0.04, 1.36037
-0.04, 1.36176
-0.04, 1.36314
-0.04, 1.36453
-0.04, 1.36592
0.04, 1.36731
-0.04, 1.36869
-0.01, 1.37008
0.20, 1.37148
-0.04, 1.37286
-0.01, 1.37425
0.20, 1.37564
-0.04, 1.37703
-0.04, 1.37842
-0.04, 1.37982
-0.01, 1.38120
-0.01, 1.38259
-0.01, 1.38398
-0.04, 1.38536
-0.04, 1.38676
-0.01, 1.38816
-0.01, 1.38954
-0.04, 1.39094
-0.04, 1.39232
-0.04, 1.39371
-0.04, 1.39510
-0.04, 1.39648
-0.01, 1.39788
-0.04, 1.39926
-0.04, 1.40064
-0.04, 1.40204
-0.04, 1.40343
-0.04, 1.40482
0.01, 1.40620
-0.01, 1.40758
-0.01, 1.40897
-0.04, 1.41036
-0.01, 1.41175
-0.04, 1.41314
-0.01, 1.41452
0.01, 1.41590
-0.04, 1.41730
-0.04, 1.41868
-0.04, 1.42006
-0.04, 1.42146
-0.04, 1.42284
-0.04, 1.42423
-0.04, 1.42562
-0.04, 1.42701
-0.04, 1.42839
-0.04, 1.42978
-0.01, 1.43118
-0.04, 1.43256
-0.01, 1.43396
-0.01, 1.43535
0.09, 1.43673
-0.01, 1.43812
-0.04, 1.43951
0.28, 1.44090
-0.01, 1.44228
-0.01, 1.44367
0.30, 1.44505
-0.01, 1.44644
-0.04, 1.44782
0.04, 1.44921
-0.04, 1.45060
-0.01, 1.45199
-0.01, 1.45339
-0.01, 1.45477
-0.04, 1.45616
-0.01, 1.45756
-0.04, 1.45894
-0.01, 1.46033
-0.04, 1.46172
-0.04, 1.46311
-0.01, 1.46449
-0.04, 1.46588
0.12, 1.46725
-0.04, 1.46865
-0.01, 1.47004
0.33, 1.47141
-0.01, 1.47280
-0.07, 1.47419
0.78, 1.47557
-0.04, 1.47697
-0.01, 1.47835
0.91, 1.47973
-0.04, 1.48112
-0.04, 1.48251
0.81, 1.48390
-0.04, 1.48528
-0.01, 1.48666
0.38, 1.48804
-0.01, 1.48943
-0.04, 1.49081
0.28, 1.49220
-0.04, 1.49358
-0.04, 1.49496
0.22, 1.49635
0.07, 1.49774
-0.01, 1.49912
-0.01, 1.50052
0.41, 1.50189
-0.04, 1.50328
-0.04, 1.50466
0.54, 1.50605
-0.01, 1.50744
-0.04, 1.50884
0.65, 1.51023
-0.04, 1.51162
-0.01, 1.51300
1.04, 1.51438
-0.04, 1.51578
-0.01, 1.51717
1.31, 1.51855
-0.04, 1.51995
-0.04, 1.52133
1.25, 1.52272
-0.04, 1.52411
-0.04, 1.52550
0.94, 1.52688
0.07, 1.52826
-0.01, 1.52964
0.75, 1.53103
0.36, 1.53240
-0.04, 1.53378
0.62, 1.53517
0.57, 1.53655
-0.04, 1.53793
0.12, 1.53932
0.73, 1.54070
-0.04, 1.54208
-0.04, 1.54347
0.65, 1.54486
-0.04, 1.54625
-0.01, 1.54764
1.18, 1.54902
-0.04, 1.55042
-0.01, 1.55181
1.10, 1.55319
-0.04, 1.55458
-0.04, 1.55597
1.18, 1.55735
0.01, 1.55874
-0.04, 1.56012
1.33, 1.56150
0.22, 1.56288
-0.04, 1.56427
1.23, 1.56565
0.36, 1.56704
-0.04, 1.56843
1.44, 1.56981
0.73, 1.57119
-0.04, 1.57258
0.75, 1.57397
0.62, 1.57535
-0.04, 1.57675
0.38, 1.57813
0.96, 1.57952
-0.01, 1.58090
0.15, 1.58228
0.99, 1.58367
-0.01, 1.58505
-0.01, 1.58645
0.91, 1.58783
-0.04, 1.58922
-0.01, 1.59062
1.23, 1.59200
0.15, 1.59338
-0.04, 1.59477
0.99, 1.59614
0.36, 1.59754
-0.04, 1.59893
0.91, 1.60030
0.30, 1.60168
-0.07, 1.60307
1.12, 1.60446
0.54, 1.60584
-0.01, 1.60722
1.18, 1.60860
0.81, 1.60999
-0.01, 1.61138
1.28, 1.61276
0.94, 1.61414
-0.01, 1.61553
0.70, 1.61692
0.83, 1.61830
-0.04, 1.61969
0.17, 1.62108
0.65, 1.62247
0.04, 1.62384
-0.01, 1.62523
0.89, 1.62662
0.20, 1.62800
-0.04, 1.62939
0.67, 1.63078
0.36, 1.63217
-0.01, 1.63356
0.91, 1.63494
0.44, 1.63634
-0.04, 1.63774
0.81, 1.63912
0.70, 1.64050
-0.01, 1.64189
0.89, 1.64328
0.75, 1.64467
-0.04, 1.64606
1.02, 1.64745
0.86, 1.64884
-0.01, 1.65022
0.96, 1.65160
0.78, 1.65300
0.04, 1.65437
0.83, 1.65574
0.62, 1.65714
0.07, 1.65852
0.28, 1.65990
0.62, 1.66128
0.17, 1.66266
-0.04, 1.66405
0.62, 1.66543
0.52, 1.66682
-0.01, 1.66821
0.78, 1.66960
0.44, 1.67098
-0.01, 1.67236
0.67, 1.67375
0.22, 1.67512
-0.04, 1.67651
0.65, 1.67790
0.67, 1.67928
-0.04, 1.68067
0.75, 1.68206
0.59, 1.68344
